Insulation,Temperature,Avg_Age,Home_Size,Predicted_Heating_Oil
10,71,62.9,1,234.0
7,45,21.1,4,171.0
5,64,56.0,4,218.0
9,85,39.5,1,173.0
2,90,72.8,5,224.0
9,54,72.5,2,267.0
9,38,46.0,4,233.0
8,75,18.7,3,142.0
4,68,24.1,1,139.0
10,55,50.9,3,229.0
3,72,46.2,1,176.0
6,54,42.8,8,216.0
2,57,34.1,6,176.0
3,82,71.2,5,230.0
4,63,21.0,3,143.0
5,80,45.5,6,190.0
3,66,44.5,7,196.0
9,70,36.4,3,185.0
3,75,54.4,4,199.0
10,83,59.0,6,232.0
5,77,58.8,3,210.0
9,85,53.1,7,218.0
4,72,57.8,4,212.0
4,83,24.9,3,134.0
7,87,61.2,8,229.0
3,82,39.8,2,159.0
10,76,30.0,8,186.0
6,40,52.1,6,240.0
6,42,69.1,5,269.0
10,49,59.0,5,257.0
5,44,66.4,5,259.0
8,72,58.8,5,231.0
4,71,62.1,2,215.0
9,63,22.0,2,159.0
10,83,51.6,7,220.0
6,88,65.3,6,227.0
4,66,51.2,3,201.0
2,41,56.5,1,219.0
6,59,68.1,5,253.0
4,68,16.9,6,140.0
10,83,49.5,4,207.0
6,78,55.5,8,221.0
10,60,56.4,8,251.0
6,43,64.0,2,249.0
9,77,72.5,1,245.0
5,84,39.1,5,171.0
10,73,21.4,1,150.0
6,90,15.6,8,132.0
6,41,58.9,6,252.0
8,90,64.0,5,226.0
5,65,66.8,3,236.0
7,65,46.6,1,196.0
7,48,68.2,7,272.0
4,56,18.4,4,147.0
2,39,21.1,4,159.0
9,69,24.8,8,178.0
9,55,20.7,5,172.0
10,40,46.8,7,246.0
10,67,35.8,2,186.0
4,81,31.4,3,149.0
4,74,53.5,8,214.0
9,77,17.1,6,150.0
6,56,20.7,3,155.0
10,39,18.2,2,174.0
7,76,46.1,8,208.0
6,62,71.7,8,267.0
4,64,36.9,7,186.0
10,47,54.3,3,243.0
8,82,50.2,1,193.0
6,59,61.2,3,233.0
6,47,65.9,4,255.0
5,52,52.5,6,227.0
5,67,67.2,1,229.0
5,83,41.5,8,186.0
9,78,24.4,3,154.0
9,42,25.4,7,198.0
9,80,46.1,5,202.0
3,44,59.2,6,240.0
10,53,57.4,4,247.0
6,87,41.8,6,181.0
3,46,55.3,6,231.0
9,85,46.0,4,195.0
7,39,15.2,7,173.0
7,78,66.4,1,225.0
6,42,49.1,1,217.0
6,46,27.7,4,180.0
3,55,17.5,8,154.0
4,76,49.5,8,204.0
4,43,51.5,4,223.0
2,54,67.7,3,237.0
2,39,51.9,5,224.0
6,69,43.2,5,195.0
2,41,29.4,6,180.0
10,58,68.7,8,278.0
10,43,61.9,3,261.0
9,41,40.9,8,233.0
5,90,22.6,1,121.0
10,65,38.9,3,197.0
3,75,55.8,1,193.0
4,56,18.6,3,144.0
6,47,44.7,8,225.0
10,57,68.0,5,268.0
4,66,60.5,5,225.0
8,77,60.0,4,226.0
7,73,29.4,2,159.0
10,47,57.2,2,245.0
3,84,27.9,8,151.0
3,59,59.4,6,229.0
3,71,66.1,3,223.0
6,63,21.5,3,151.0
5,78,23.5,1,133.0
3,71,24.5,7,152.0
8,72,73.0,4,256.0
6,64,65.7,3,238.0
9,47,16.7,4,167.0
8,53,25.3,8,188.0
8,68,50.5,6,220.0
2,38,37.5,2,187.0
10,45,45.9,5,234.0
5,63,36.0,6,185.0
9,78,52.9,6,220.0
8,63,15.2,4,148.0
5,71,49.3,5,202.0
8,40,70.9,1,269.0
9,38,44.2,8,242.0
2,58,33.1,5,171.0
6,73,53.2,8,221.0
7,51,30.2,5,187.0
3,79,65.5,3,215.0
7,55,40.1,6,207.0
2,82,68.7,7,228.0
7,56,39.2,1,189.0
5,54,56.9,4,228.0
7,40,59.4,6,258.0
7,68,42.2,7,203.0
6,86,32.6,1,148.0
7,69,21.5,4,152.0
6,51,22.1,1,156.0
6,79,47.7,7,202.0
9,45,58.8,3,250.0
8,51,63.9,1,246.0
7,63,23.0,3,157.0
8,89,24.9,5,149.0
5,45,51.8,5,229.0
5,79,22.2,7,148.0
10,66,30.0,4,182.0
8,63,46.1,7,219.0
2,45,68.1,1,239.0
7,76,66.3,2,230.0
5,40,53.9,2,228.0
10,68,20.0,5,163.0
2,80,51.8,3,184.0
6,68,35.5,8,190.0
9,52,48.7,2,221.0
2,77,19.3,8,137.0
8,53,36.4,6,204.0
5,80,38.6,2,165.0
5,73,68.0,3,232.0
2,78,34.4,1,145.0
3,56,22.0,3,147.0
6,77,24.8,5,152.0
9,39,19.9,1,171.0
10,84,69.4,7,255.0
2,39,47.8,1,203.0
7,42,18.2,2,162.0
10,38,31.6,4,208.0
7,76,33.8,5,174.0
2,88,18.3,4,113.0
9,61,43.0,1,199.0
4,51,71.4,8,269.0
3,87,28.1,2,131.0
7,66,32.4,2,170.0
6,75,24.4,6,156.0
9,40,50.1,7,249.0
6,80,16.5,4,130.0
2,69,30.8,3,151.0
3,46,67.4,6,255.0
10,82,70.8,3,247.0
5,42,26.2,2,171.0
6,70,15.1,7,144.0
5,72,66.0,5,235.0
7,78,36.6,5,178.0
2,61,66.0,2,225.0
6,79,61.9,6,227.0
2,88,70.6,2,212.0
2,47,30.1,8,183.0
7,44,30.5,3,188.0
2,63,20.5,3,135.0
7,77,23.4,4,149.0
3,89,43.9,4,167.0
7,76,19.5,2,136.0
6,56,34.9,3,183.0
7,80,67.0,6,240.0
5,51,71.5,8,272.0
6,62,72.6,5,260.0
8,41,45.4,7,235.0
7,42,36.2,6,210.0
6,49,71.5,7,274.0
2,68,29.2,7,161.0
6,42,27.9,1,175.0
4,68,39.5,7,188.0
5,53,65.3,1,237.0
2,63,69.7,6,243.0
8,43,52.1,6,244.0
6,79,29.7,3,154.0
5,47,55.7,4,232.0
8,51,72.7,1,263.0
2,76,36.8,2,154.0
2,85,38.9,4,157.0
8,40,72.1,2,274.0
8,54,28.0,7,190.0
9,89,47.7,7,204.0
5,76,25.1,1,138.0
7,53,53.0,1,219.0
2,54,54.8,1,205.0
5,88,37.0,7,170.0
2,66,23.6,6,148.0
8,62,24.7,5,171.0
9,70,64.4,5,247.0
10,53,42.1,7,226.0
7,57,54.1,3,224.0
4,43,43.7,6,214.0
7,51,31.0,4,186.0
5,87,51.7,6,197.0
2,87,68.4,7,223.0
5,46,26.2,5,177.0
7,52,51.7,3,223.0
5,40,62.0,2,244.0
5,78,44.3,5,187.0
2,71,35.8,7,171.0
7,75,38.1,1,171.0
2,67,28.1,1,141.0
7,57,48.3,2,209.0
4,64,33.0,1,160.0
5,80,21.2,5,139.0
8,65,24.9,7,175.0
5,78,48.9,4,193.0
9,50,44.1,2,213.0
5,70,58.9,5,222.0
8,77,16.2,2,132.0
7,43,63.3,5,260.0
7,65,58.7,2,224.0
8,83,72.6,7,255.0
10,46,55.6,3,246.0
5,59,28.7,3,165.0
8,85,49.3,8,210.0
8,75,62.2,8,244.0
9,47,47.9,7,239.0
8,82,21.1,4,144.0
9,57,54.8,4,235.0
8,65,59.1,2,228.0
8,74,61.6,5,235.0
8,73,38.7,8,199.0
7,80,47.4,7,204.0
4,56,49.8,4,209.0
9,50,35.2,2,196.0
10,81,44.5,5,201.0
6,53,49.6,8,230.0
2,57,55.9,5,217.0
6,45,35.8,1,188.0
10,85,50.6,3,204.0
5,44,32.7,3,185.0
9,87,45.5,4,192.0
6,89,17.9,7,134.0
9,41,57.8,3,251.0
8,59,41.2,6,209.0
8,45,35.0,3,199.0
7,76,19.3,8,154.0
7,61,71.9,3,256.0
3,56,18.6,1,134.0
2,64,22.7,7,151.0
4,83,49.1,7,195.0
8,51,28.9,1,176.0
2,89,65.3,2,200.0
9,44,25.2,5,190.0
7,40,31.5,2,190.0
5,64,65.8,1,229.0
4,76,64.2,1,212.0
6,40,62.6,3,252.0
4,54,41.8,8,207.0
7,58,31.9,4,182.0
10,55,69.4,7,278.0
7,83,32.7,1,154.0
2,81,53.3,1,180.0
6,50,62.8,6,253.0
7,82,65.3,4,229.0
4,79,29.4,2,144.0
7,45,15.8,3,157.0
7,47,24.0,2,169.0
4,56,20.8,7,160.0
3,44,35.8,8,200.0
7,88,66.0,5,229.0
3,80,25.8,2,132.0
7,78,19.8,3,138.0
4,60,55.7,8,230.0
2,66,56.8,4,208.0
5,88,52.3,8,204.0
7,86,39.1,7,183.0
3,72,28.3,4,150.0
10,55,63.0,5,260.0
6,46,39.6,1,195.0
7,42,38.0,8,219.0
5,52,51.4,8,231.0
8,58,64.6,4,251.0
9,67,34.0,4,186.0
3,85,32.4,3,144.0
9,65,66.0,4,251.0
6,88,61.7,2,207.0
10,53,52.8,7,247.0
10,49,37.0,7,219.0
9,46,69.9,8,286.0
8,85,41.6,5,186.0
9,43,32.9,8,215.0
5,89,21.2,5,132.0
6,46,65.0,8,267.0
8,63,55.6,8,241.0
10,60,45.2,5,220.0
2,67,18.4,6,137.0
7,47,55.8,5,242.0
5,66,64.1,3,230.0
6,81,20.2,7,146.0
8,74,72.3,7,262.0
8,64,47.4,7,220.0
3,67,32.0,5,164.0
3,59,16.6,8,149.0
3,44,24.1,7,173.0
7,41,73.0,2,272.0
9,50,40.7,4,213.0
3,79,15.2,2,112.0
10,74,50.5,7,225.0
10,86,42.3,4,190.0
2,65,45.6,7,196.0
8,59,40.6,7,211.0
3,48,57.7,1,219.0
10,55,67.1,2,259.0
4,42,67.4,1,247.0
3,48,24.4,8,174.0
9,42,56.5,7,260.0
2,65,57.2,5,213.0
3,48,53.4,3,217.0
4,53,29.6,6,177.0
7,89,53.1,3,196.0
10,60,41.3,6,215.0
2,72,51.9,5,197.0
8,57,21.0,8,177.0
7,61,34.4,7,194.0
9,80,28.8,7,174.0
5,41,60.7,1,237.0
10,72,57.0,7,240.0
3,50,56.3,7,233.0
3,69,23.7,7,152.0
9,75,16.3,6,150.0
5,58,56.6,3,221.0
3,75,34.4,3,157.0
2,70,22.5,8,149.0
9,57,47.1,1,211.0
10,49,20.1,6,182.0
4,88,44.6,6,179.0
7,65,47.6,8,220.0
7,54,53.4,2,222.0
2,43,45.5,1,195.0
5,67,69.5,3,240.0
7,75,68.1,8,252.0
10,63,43.7,7,221.0
9,52,18.4,3,164.0
5,81,27.5,6,154.0
2,46,44.3,1,191.0
5,89,31.1,8,160.0
9,76,64.6,6,245.0
7,56,27.7,3,172.0
10,74,41.8,5,202.0
3,58,27.1,6,165.0
7,48,27.6,8,194.0
7,87,38.9,5,175.0
8,44,41.6,4,216.0
5,49,55.6,3,227.0
10,84,26.3,2,154.0
9,39,28.3,7,206.0
7,38,37.5,2,203.0
4,73,31.5,1,150.0
10,77,24.7,5,165.0
9,79,65.2,4,238.0
5,43,29.2,1,173.0
7,56,34.9,6,196.0
4,69,17.4,4,134.0
9,89,50.8,1,192.0
4,61,62.4,3,227.0
3,81,22.9,6,138.0
8,44,67.1,7,276.0
3,84,72.6,3,225.0
8,43,39.3,5,215.0
8,47,50.0,4,230.0
7,49,44.7,3,212.0
10,77,72.9,7,267.0
5,63,56.8,4,221.0
3,68,22.7,3,139.0
9,75,62.1,5,238.0
7,79,63.0,5,230.0
5,70,66.9,5,238.0
4,78,53.3,1,189.0
8,55,67.6,2,253.0
8,83,57.7,5,219.0
4,68,67.8,6,241.0
2,72,20.0,8,142.0
2,80,23.9,5,134.0
5,55,39.1,1,183.0
8,80,52.4,8,220.0
2,57,62.2,5,229.0
7,39,19.8,6,179.0
2,66,29.6,4,154.0
3,53,25.6,5,163.0
6,58,38.8,1,183.0
8,88,43.8,7,194.0
10,80,70.6,5,254.0
4,60,67.3,4,241.0
2,61,16.7,1,123.0
9,57,59.8,3,242.0
2,63,72.5,1,233.0
2,75,66.7,5,224.0
6,61,24.7,5,165.0
9,53,43.8,6,223.0
4,69,53.5,2,200.0
2,42,47.3,2,203.0
6,88,61.2,2,206.0
10,67,17.4,6,162.0
5,51,55.7,8,241.0
4,66,51.8,8,217.0
4,73,19.7,8,147.0
9,38,54.6,5,253.0
2,42,23.1,2,155.0
5,50,70.4,1,249.0
8,85,72.0,3,240.0
9,40,19.5,7,188.0
2,64,19.2,1,126.0
3,77,46.4,4,182.0
6,58,15.9,6,153.0
9,48,21.5,2,170.0
5,55,67.8,3,246.0
9,47,49.7,2,227.0
7,63,18.4,1,142.0
9,53,44.9,3,216.0
10,43,16.3,8,185.0
4,77,43.0,2,172.0
3,58,45.7,2,190.0
6,46,71.6,4,268.0
4,65,33.8,5,173.0
8,42,66.8,5,271.0
4,90,28.5,3,136.0
4,77,56.6,6,212.0
4,67,47.9,8,209.0
7,85,47.5,1,182.0
3,68,50.1,5,200.0
9,51,59.0,1,239.0
7,84,44.7,7,195.0
8,70,42.6,7,206.0
4,70,32.3,4,163.0
4,74,22.3,4,140.0
5,38,28.3,4,184.0
6,50,37.2,4,196.0
5,87,68.8,5,228.0
4,55,70.8,1,243.0
2,87,41.7,2,155.0
9,53,28.8,3,184.0
5,79,71.3,2,231.0
7,77,56.8,2,210.0
4,74,43.2,6,187.0
4,66,21.2,1,135.0
9,55,59.8,2,241.0
8,59,65.5,8,264.0
6,72,51.9,6,213.0
3,73,25.1,1,134.0
2,45,51.1,2,208.0
5,66,55.4,1,206.0
8,63,66.3,5,253.0
2,41,27.5,6,176.0
6,81,66.5,1,220.0
3,83,42.1,1,159.0
8,72,69.7,8,261.0
5,66,15.5,3,133.0
2,70,29.0,5,153.0
10,62,26.6,1,169.0
4,45,30.7,6,186.0
6,81,52.5,2,195.0
8,65,48.6,1,204.0
8,73,25.3,3,157.0
7,70,58.8,7,235.0
8,39,27.6,5,195.0
2,46,71.4,2,248.0
8,59,72.4,8,277.0
10,69,28.1,2,169.0
5,40,15.6,8,169.0
4,83,51.9,5,194.0
4,69,21.1,6,147.0
3,84,43.5,6,176.0
7,38,70.1,4,275.0
4,57,71.3,7,260.0
8,82,37.6,8,189.0
6,45,72.6,3,267.0
10,54,30.3,7,201.0
6,80,70.3,8,249.0
7,80,62.5,1,216.0
9,52,25.2,4,180.0
3,75,25.4,8,154.0
9,84,35.1,7,183.0
2,66,62.8,2,214.0
8,67,24.9,5,167.0
2,64,37.1,3,168.0
4,46,66.6,8,263.0
8,41,33.6,1,193.0
5,45,27.4,7,186.0
9,60,38.3,6,206.0
3,72,59.3,6,218.0
8,42,60.2,3,252.0
6,85,21.0,5,138.0
4,39,20.7,8,177.0
3,42,45.3,6,214.0
10,76,32.8,1,170.0
5,61,38.1,7,194.0
8,63,43.1,6,210.0
9,75,15.4,6,148.0
10,53,50.6,4,233.0
4,61,59.2,8,236.0
2,42,25.7,1,157.0
3,75,70.7,6,238.0
2,46,38.9,8,201.0
2,60,31.5,4,163.0
4,68,22.6,5,148.0
9,63,17.5,7,165.0
8,64,66.9,8,262.0
4,61,22.8,5,154.0
8,70,32.5,5,180.0
3,50,58.4,8,240.0
7,50,42.5,6,216.0
8,78,25.5,5,159.0
9,80,56.4,8,232.0
10,72,35.5,4,188.0
9,74,57.3,4,226.0
7,86,47.5,7,199.0
7,67,64.3,6,245.0
9,60,27.8,2,173.0
8,58,68.4,4,258.0
8,85,22.7,2,139.0
7,76,63.4,5,233.0
3,72,30.1,4,153.0
10,74,20.7,3,154.0
9,61,16.9,8,168.0
5,72,52.2,6,210.0
7,63,50.3,6,221.0
6,76,69.9,4,240.0
9,77,61.4,8,244.0
10,53,71.6,1,266.0
4,79,68.0,5,230.0
9,66,69.2,4,257.0
2,53,17.5,5,143.0
4,70,61.8,7,231.0
3,75,38.5,5,171.0
4,74,55.5,7,215.0
9,78,17.7,5,147.0
4,85,37.5,2,155.0
10,65,72.1,1,257.0
4,45,29.5,7,187.0
9,79,54.0,7,225.0
5,51,21.2,6,166.0
2,63,71.9,3,238.0
5,51,44.2,8,218.0
8,53,64.7,2,249.0
2,54,36.1,4,177.0
4,77,25.3,5,146.0
3,79,17.3,8,134.0
5,83,30.2,3,148.0
2,39,33.1,8,195.0
3,73,43.0,6,184.0
3,48,24.6,7,171.0
5,61,21.8,5,156.0
9,43,22.4,3,179.0
3,53,16.9,5,146.0
9,62,71.0,5,267.0
8,82,71.4,2,238.0
4,89,72.4,6,233.0
5,53,27.6,7,180.0
9,84,27.2,3,155.0
5,77,36.8,4,169.0
9,48,66.3,1,256.0
2,71,25.2,3,138.0
6,78,23.5,3,142.0
6,46,33.1,6,197.0
7,68,61.3,6,239.0
3,51,28.0,2,160.0
5,78,64.7,2,218.0
7,41,26.5,6,191.0
5,53,45.4,3,203.0
7,87,29.7,4,154.0
3,84,64.9,4,213.0
2,52,40.9,8,200.0
6,81,57.7,6,217.0
9,78,40.9,5,193.0
5,40,67.1,1,251.0
5,66,46.5,1,189.0
2,88,42.0,8,173.0
7,77,16.4,3,132.0
4,42,66.5,3,251.0
4,75,61.2,2,210.0
2,38,70.4,1,249.0
3,64,18.0,1,127.0
2,56,30.0,5,166.0
5,58,34.8,3,178.0
10,54,58.4,5,251.0
9,70,66.8,7,258.0
4,81,60.8,1,202.0
4,73,29.0,6,160.0
7,89,65.5,5,227.0
10,53,65.4,6,269.0
8,79,56.0,3,213.0
6,42,43.7,5,218.0
6,41,59.3,2,241.0
7,41,35.7,3,200.0
3,66,15.7,5,133.0
8,77,66.6,3,236.0
7,74,50.5,3,203.0
10,69,34.3,7,197.0
2,89,35.5,8,159.0
6,71,24.9,4,154.0
3,54,38.3,4,184.0
9,43,15.4,2,162.0
10,89,20.7,5,147.0
7,62,16.9,7,158.0
8,80,42.5,4,188.0
6,60,34.2,4,182.0
6,80,68.8,5,237.0
6,90,42.7,7,183.0
2,43,38.7,7,200.0
10,54,37.0,4,205.0
3,52,18.4,5,149.0
2,62,26.2,6,157.0
2,63,48.7,5,198.0
4,84,28.1,3,140.0
8,39,57.8,8,265.0
6,75,56.0,1,204.0
2,60,17.2,4,134.0
10,39,17.1,4,178.0
2,70,53.2,3,195.0
2,73,48.8,4,187.0
9,46,48.9,2,226.0
10,68,19.4,8,171.0
4,72,59.7,3,213.0
9,84,63.4,6,236.0
7,71,57.4,8,234.0
8,52,34.5,7,205.0
4,50,28.0,8,183.0
5,72,49.0,6,204.0
2,45,72.4,3,254.0
7,90,33.4,7,168.0
3,87,72.1,6,231.0
10,71,54.6,1,218.0
9,71,64.9,6,250.0
7,84,52.7,1,193.0
3,39,32.2,1,175.0
5,59,32.2,6,181.0
3,83,47.0,6,184.0
10,71,65.0,3,244.0
5,73,29.4,8,170.0
4,41,59.6,2,235.0
8,70,22.4,3,154.0
6,70,31.8,7,178.0
2,55,66.6,8,249.0
6,66,19.4,3,144.0
2,70,24.1,6,146.0
3,67,64.0,4,225.0
6,90,19.0,2,121.0
3,48,33.6,8,192.0
5,42,41.7,4,208.0
4,44,32.0,4,183.0
8,58,25.5,8,185.0
4,46,40.7,2,193.0
6,63,57.8,7,235.0
10,46,57.4,1,244.0
4,61,70.4,1,237.0
6,79,45.6,5,192.0
6,51,27.9,1,167.0
3,62,68.3,8,250.0
10,42,29.6,1,191.0
5,76,31.9,5,164.0
7,82,45.2,2,183.0
8,62,39.2,8,209.0
8,63,42.5,4,202.0
9,51,58.7,5,251.0
6,88,16.0,3,119.0
6,47,23.6,4,171.0
9,75,55.2,4,221.0
9,89,24.7,1,140.0
7,87,33.2,2,155.0
4,74,16.8,3,126.0
3,64,17.0,4,134.0
7,72,33.8,6,180.0
7,41,34.6,8,213.0
3,55,41.9,6,197.0
8,39,54.9,2,241.0
10,65,17.4,6,163.0
6,41,35.7,8,212.0
6,86,63.2,1,209.0
7,65,67.5,2,241.0
5,75,46.7,2,185.0
8,75,22.7,8,165.0
2,75,15.6,6,125.0
4,44,33.3,8,198.0
5,48,63.8,1,238.0
6,84,43.8,1,172.0
10,55,26.9,8,197.0
2,61,71.4,7,251.0
6,88,21.1,1,123.0
6,90,43.9,8,189.0
5,53,49.9,8,227.0
2,41,34.2,4,184.0
9,53,52.7,1,225.0
8,64,27.8,3,169.0
8,39,46.7,1,221.0
3,45,19.1,2,147.0
6,63,35.6,8,194.0
4,55,47.1,5,208.0
6,57,56.3,6,234.0
5,71,16.8,3,131.0
9,75,71.1,1,244.0
9,78,28.9,1,157.0
5,71,60.4,3,218.0
2,78,20.7,8,139.0
4,40,67.1,1,248.0
3,64,72.7,4,245.0
10,62,62.9,7,260.0
2,75,35.4,8,170.0
4,53,30.2,7,182.0
5,90,63.9,4,213.0
4,86,69.1,5,226.0
6,48,26.4,1,167.0
2,44,20.6,7,163.0
8,86,25.3,6,155.0
2,50,19.8,7,157.0
10,80,32.7,7,185.0
9,62,64.3,8,262.0
3,85,41.2,1,156.0
9,90,38.1,5,178.0
7,59,60.5,8,250.0
9,56,23.4,3,170.0
3,65,56.8,8,225.0
4,57,48.0,4,205.0
2,38,58.7,1,226.0
4,86,17.8,3,118.0
4,42,34.5,3,187.0
9,59,56.5,1,228.0
2,53,43.4,2,186.0
5,38,18.4,6,171.0
10,69,44.2,2,202.0
2,90,72.1,7,228.0
2,57,34.1,6,176.0
2,41,50.3,2,210.0
7,69,21.6,3,149.0
2,87,57.6,8,205.0
2,62,43.2,4,184.0
10,90,59.1,8,232.0
5,38,59.6,4,247.0
9,72,36.3,1,177.0
6,46,21.6,4,168.0
5,83,60.6,3,209.0
5,39,60.8,8,261.0
4,81,24.7,1,130.0
9,63,19.6,4,160.0
5,75,21.0,2,133.0
5,62,49.9,8,220.0
7,42,16.4,3,161.0
2,39,51.0,1,210.0
3,39,62.8,8,258.0
8,61,28.7,7,186.0
6,43,45.5,8,230.0
6,38,44.8,6,227.0
2,80,71.1,1,216.0
10,55,45.3,1,212.0
9,64,29.2,8,191.0
3,85,36.7,6,162.0
2,61,39.3,6,183.0
6,51,70.3,5,264.0
3,58,72.2,8,261.0
3,39,59.1,8,250.0
2,71,68.0,2,220.0
4,89,50.6,8,196.0
2,38,32.2,6,188.0
8,83,49.9,3,198.0
3,56,63.3,6,239.0
6,42,24.5,2,171.0
5,54,40.7,6,202.0
10,87,29.1,5,166.0
7,65,29.3,5,174.0
6,43,44.1,7,224.0
4,45,69.2,3,254.0
9,62,16.3,6,160.0
3,82,31.8,2,143.0
3,41,32.8,5,187.0
5,50,48.5,3,212.0
8,48,39.8,4,209.0
3,71,20.0,5,137.0
10,60,20.3,2,161.0
3,50,43.8,3,196.0
2,74,61.4,4,211.0
8,65,20.2,8,168.0
2,50,18.6,2,139.0
9,88,40.5,3,178.0
10,62,40.1,2,199.0
6,45,70.4,4,266.0
9,89,64.2,6,234.0
8,38,48.1,7,243.0
6,40,27.7,7,194.0
10,39,36.4,3,214.0
10,66,62.4,8,259.0
3,70,24.4,6,150.0
8,88,23.7,1,135.0
5,77,36.7,1,160.0
9,87,44.7,2,184.0
9,44,61.4,7,268.0
3,42,24.7,7,176.0
8,84,24.5,8,161.0
2,82,69.2,4,220.0
7,90,36.7,4,165.0
8,67,30.4,1,166.0
3,65,30.9,6,167.0
4,65,54.7,8,224.0
6,72,39.1,5,185.0
7,49,29.9,3,182.0
4,62,21.9,3,146.0
3,80,51.4,7,199.0
9,42,66.2,1,261.0
2,45,56.5,7,234.0
4,43,37.3,1,186.0
9,48,66.5,1,257.0
6,78,46.7,6,198.0
9,85,52.1,4,207.0
4,90,72.1,3,223.0
8,43,51.4,1,227.0
4,66,27.0,4,156.0
4,63,42.8,4,189.0
7,69,70.3,2,244.0
9,74,39.6,5,194.0
4,68,22.6,5,148.0
2,63,39.5,8,188.0
8,46,32.8,5,200.0
3,58,28.9,3,159.0
2,76,59.1,8,217.0
4,59,68.9,3,242.0
10,87,67.1,7,248.0
5,80,52.8,4,199.0
7,39,54.6,8,255.0
3,53,58.0,5,228.0
9,85,39.5,3,179.0
10,68,42.7,6,212.0
4,40,21.1,6,171.0
6,87,19.8,1,122.0
6,53,17.9,7,164.0
7,55,31.2,1,174.0
4,51,55.2,8,236.0
10,46,57.3,2,246.0
10,73,45.7,4,207.0
9,71,40.0,2,188.0
7,77,20.9,3,141.0
3,47,30.6,8,187.0
2,58,43.8,4,189.0
8,55,40.0,1,195.0
7,45,61.4,4,251.0
6,68,58.8,2,218.0
2,40,58.5,3,230.0
6,82,56.4,5,211.0
5,82,66.4,6,231.0
3,71,31.2,7,166.0
3,89,64.7,4,209.0
5,79,19.3,8,145.0
5,75,60.0,7,227.0
3,79,45.7,7,188.0
5,67,17.4,6,145.0
7,41,55.8,8,256.0
3,44,64.5,1,236.0
4,68,42.6,2,179.0
5,51,61.7,7,250.0
5,45,69.2,7,269.0
4,45,24.2,7,176.0
2,86,33.9,1,137.0
5,55,15.5,5,148.0
3,68,44.3,3,182.0
6,40,41.2,1,203.0
3,65,25.7,7,159.0
10,83,72.9,3,250.0
6,45,33.6,3,190.0
7,78,48.2,7,207.0
9,84,20.1,6,150.0
8,38,46.2,4,230.0
7,64,46.3,5,209.0
3,74,22.6,6,143.0
10,63,20.3,1,156.0
7,46,44.7,4,217.0
9,87,43.8,5,192.0
7,57,72.9,5,268.0
6,53,40.6,3,197.0
3,84,32.5,4,148.0
8,88,71.9,1,232.0
3,52,57.2,1,215.0
9,50,21.5,6,181.0
5,90,66.2,6,224.0
9,50,47.6,7,236.0
3,76,40.5,2,165.0
8,51,55.7,3,235.0
3,71,25.5,4,145.0
8,45,20.3,4,173.0
5,88,18.7,3,121.0
9,43,47.5,1,223.0
6,69,44.0,5,197.0
3,57,18.7,7,152.0
8,52,33.9,5,197.0
2,50,58.5,2,219.0
4,78,46.9,3,182.0
9,74,16.3,3,141.0
8,72,42.0,1,185.0
7,69,40.8,7,200.0
5,42,53.5,2,225.0
4,87,61.7,7,217.0
9,62,40.0,1,192.0
7,66,36.0,8,196.0
10,69,22.4,3,161.0
2,88,23.9,4,125.0
4,44,36.8,4,193.0
10,70,72.7,6,270.0
5,38,71.9,8,284.0
6,70,47.8,3,197.0
10,85,53.8,1,205.0
4,40,41.1,1,196.0
3,72,51.9,7,206.0
8,47,65.9,1,253.0
2,44,66.3,4,245.0
7,64,42.1,6,203.0
10,45,58.4,2,249.0
4,87,25.9,2,130.0
6,63,19.4,6,156.0
8,43,26.8,8,200.0
2,73,35.4,8,172.0
4,74,35.3,1,156.0
10,43,31.7,5,207.0
3,59,25.5,5,158.0
3,44,62.2,7,249.0
9,59,31.3,6,193.0
4,44,50.3,1,211.0
7,88,29.0,7,161.0
7,55,29.4,8,192.0
4,77,56.4,1,196.0
8,48,56.8,6,249.0
6,70,58.1,1,212.0
4,46,32.7,2,177.0
7,89,36.2,1,156.0
2,84,38.0,4,156.0
3,41,19.3,7,166.0
10,59,28.4,6,190.0
2,59,42.6,7,195.0
7,74,21.1,2,141.0
5,76,69.6,1,227.0
4,81,39.5,6,174.0
9,75,51.0,7,222.0
9,81,43.8,2,188.0
4,47,15.5,8,160.0
2,84,54.5,7,198.0
10,64,70.6,5,267.0
7,56,48.5,3,214.0
3,57,54.2,8,226.0
4,79,50.3,2,185.0
2,42,18.8,3,149.0
4,81,38.5,2,160.0
6,78,30.2,7,168.0
10,86,28.4,1,153.0
8,77,63.2,1,223.0
5,88,20.8,7,138.0
6,63,68.3,7,256.0
5,74,53.2,2,199.0
9,58,42.0,4,209.0
3,48,26.0,8,177.0
4,69,31.4,6,168.0
8,50,36.7,8,214.0
3,43,57.2,2,225.0
5,86,32.3,3,150.0
4,81,53.4,3,193.0
7,54,36.9,8,207.0
8,69,26.2,1,156.0
9,64,59.9,7,249.0
3,53,62.1,1,224.0
3,88,31.4,3,140.0
5,62,18.3,8,157.0
10,84,46.1,2,193.0
4,59,40.0,3,184.0
9,73,18.5,4,150.0
6,50,46.9,2,209.0
3,41,71.9,3,259.0
10,90,41.8,2,180.0
4,39,38.3,4,200.0
7,86,25.5,5,149.0
8,54,32.8,4,190.0
9,41,31.7,4,202.0
